index,study,age,gender,education,language,birth_place,location,group,task,id,t1_exclude,t1_dscore,t2_exclude,t2_dscore,Q1_A1,Q1_A2 *,Q1_A3 *,Q1_A4,Q1_A5 *,Q1_A6,Q1_A7,Q1_A8 *,Q1_A9,Q1_A10 *,t1_ques,Q2_A1,Q2_A2 *,Q2_A3 *,Q2_A4,Q2_A5 *,Q2_A6,Q2_A7,Q2_A8 *,Q2_A9,Q2_A10 *,t2_ques_computed,t2_ques,t1_ques_norm,t2_ques_norm,1st check indicator,2nd check,2nd check indicator,exclude,exclude_t1,dscore_paired_even_t1,dscore_paired_odd_t1,exclude_t2,dscore_paired_even_t2,dscore_paired_odd_t2,t1_com_d_norm,t2_com_d_norm
208,S2,31,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,qIAT,R_2dBbOwi06BnyPem,False,-2.131614608,False,0.430142368,2,4,4,2,5,3,2,5,1,5,17,5,1,1,5,1,5,5,2,5,1,49,49,-1.228707129,2.386263253,,extroverted,,0,False,-2.196954153,-2.176425343,False,0.295884894,0.61272667,-2.501421137,0.397974497
209,S2,54,Male,Master's degree,English,United Kingdom ,United Kingdom ,1,qIAT,R_2DND6njWUZqSCKU,False,-0.94911858,False,-0.435661626,1,3,3,4,4,1,1,3,3,5,22,1,5,5,1,5,1,1,5,1,5,10,10,-0.663868007,-2.019481901,,Introverted,,0,False,-0.797987786,-1.119769635,False,-0.32673999,-0.519714619,-1.163072553,-0.581942156
210,S2,43,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,0,qIAT,R_2DS26pVcDvqaWE0,False,1.255242174,False,1.322290893,3,4,3,4,3,4,3,3,4,4,31,3,4,3,4,3,4,4,2,4,3,34,34,0.352842413,0.691745886,,,,0,False,1.013401532,1.50469252,False,1.206440133,1.420497176,1.331822163,1.40770788
211,S2,41,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,0,qIAT,R_2dTkV65fDkc6iJV,True,,True,,3,4,2,4,2,4,4,2,4,2,37,3,2,2,4,2,4,4,2,2,2,37,37,1.03064936,1.03064936,,,,1,True,,,True,,,,
212,S2,43,Female,Some college (no degree),English,United Kingdom ,United Kingdom ,2,qIAT,R_2dzRsrBwk79tzHz,False,0.701489213,False,1.267549678,3,3,2,4,2,4,4,4,3,2,35,5,1,1,5,1,5,5,1,5,1,50,50,0.804713711,2.499231078,,Extroverted ,,0,False,0.806640297,0.578255485,False,1.198918766,1.306100427,0.705084759,1.345751792
213,S2,52,Male,High school graduate,English,United Kingdom ,United Kingdom ,1,IAT,R_2E1bQJYHP83kJhK,True,0.870028579,True,0.174307523,2,3,1,3,3,3,3,4,2,3,29,4,4,4,4,4,2,2,2,2,4,26,26,0.126906764,-0.211996709,,introverted,,1,True,0.38965733,1.760152695,True,0.001428409,0.321458618,2.175505893,1.023667994
214,S2,52,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,1,IAT,R_2e3WvkEsWhenV3K,False,-1.60610866,False,-0.791224746,1,4,2,3,4,3,2,5,1,3,22,1,5,5,1,5,1,1,5,1,5,10,10,-0.663868007,-2.019481901,,introvert,,0,False,-1.110708854,-1.181439075,False,-0.582146394,-0.768835539,-1.923994457,-0.574870168
215,S2,34,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,qIAT,R_2E5AaE80aNjFi1Q,False,-0.929539628,False,0.722938255,2,4,3,3,4,4,2,4,1,3,24,5,1,1,5,1,5,5,1,5,1,50,50,-0.437932358,2.499231078,,extrovert,,0,False,-0.865532469,-0.987192816,False,0.618772906,0.804698355,-1.140913103,0.729360777
216,S2,31,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,qIAT,R_2E5kPQO7Hv2odtN,False,0.083062114,False,-0.389782536,1,4,2,2,4,2,2,4,3,4,22,5,1,1,5,1,5,5,1,5,1,50,50,-0.663868007,2.499231078,,extroverted,,0,False,-0.02690645,0.134976923,False,-0.468729554,-0.292684839,0.005149188,-0.530016218
217,S2,18,Female,I prefer not to say,English,United Kingdom ,United Kingdom ,2,qIAT,R_2e5psD0iSDP3jWa,False,-0.117586343,False,0.161104532,3,2,2,4,3,2,4,4,2,3,31,5,1,1,5,2,5,5,1,5,1,49,49,0.352842413,2.386263253,,Extraverted,,0,False,-0.358514709,0.208112045,False,0.064803076,0.253921469,-0.221944664,0.093477569
218,S2,44,Male,Doctorate degree,English,United Kingdom ,United Kingdom ,2,qIAT,R_2e8SgaPYpH3lJJ8,False,-0.171640309,False,-0.074732621,1,5,4,1,5,1,1,5,2,4,13,5,1,1,5,1,5,5,1,5,1,50,50,-1.680578427,2.499231078,,extraverted,,0,False,-0.323461321,0.09768912,False,0.129411302,-0.237384062,-0.283122924,-0.173442836
219,S2,34,Female,High school graduate,English,United Kingdom ,United Kingdom ,2,qIAT,R_2Ebh4yw5LidjSzB,False,0.624844764,False,0.33828432,1,1,1,5,4,4,2,5,1,4,28,5,1,1,5,1,5,5,2,5,1,49,49,0.01393894,2.386263253,,extroverted,,0,False,0.557300507,0.676644377,False,0.709068105,0.128375895,0.618338599,0.29400959
220,S2,40,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,qIAT,R_2EjeiPApNtRmazr,False,1.150089138,False,0.684752614,4,2,2,4,2,4,5,2,4,3,40,5,1,1,5,1,5,5,1,5,1,50,50,1.369552833,2.499231078,,extroverted,,0,False,1.236335146,1.060911687,False,1.110043717,0.487232121,1.212809995,0.686142282
221,S2,40,Female,High school graduate,English,United Kingdom ,United Kingdom ,0,qIAT,R_2f28mSSKT19MSZe,False,1.530085133,False,0.623900152,4,1,1,4,1,5,5,2,4,1,46,4,1,1,4,1,5,5,2,2,1,44,44,2.04735978,1.821424131,,,,0,False,1.400223319,1.696963998,False,0.484663591,0.759616473,1.642889326,0.617269487
222,S2,44,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,2,qIAT,R_2f2uZjQ4gZaADww,False,-0.42605445,False,0.201913832,4,4,3,2,4,3,4,4,4,3,29,5,1,1,5,1,5,5,1,5,1,50,50,0.126906764,2.499231078,,extrovert,,0,False,-0.303500505,-0.575921878,False,0.231886847,0.193642655,-0.571068757,0.139665521
223,S2,61,Female,High school graduate,English,United Kingdom ,United Kingdom ,0,IAT,R_2feNMyn00FVUwU0,False,-1.235686476,False,-1.229284565,2,4,4,4,4,3,1,5,2,4,21,4,4,4,4,4,2,4,4,1,4,25,25,-0.776835832,-0.324964534,,,,0,False,-1.181469552,-1.003165953,False,-1.049736769,-1.379525607,-1.310722362,-1.300123339
224,S2,40,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,IAT,R_2fxh97kFBFRma9O,False,-0.973002748,False,0.019472041,2,4,3,4,3,3,3,4,2,4,26,5,1,1,5,1,5,5,1,5,1,50,50,-0.211996709,2.499231078,,extraverted,,0,False,-0.724556477,-1.124221674,False,-0.287094647,0.241761397,-0.875822382,0.7673219
225,S2,55,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,qIAT,R_2ON0k2H8eeO8YdX,False,0.522552708,False,1.13546032,3,2,1,2,3,2,2,2,3,3,31,5,1,1,5,1,5,5,1,5,1,50,50,0.352842413,2.499231078,,extrovert,,0,False,0.270044257,0.791127954,False,0.833154171,1.416544408,0.502564486,1.196253103
226,S2,40,Male,Master's degree,English,United Kingdom ,United Kingdom ,0,IAT,R_2ONPFtEADBabRPO,False,-0.193893805,False,0.36413245,2,4,4,2,4,2,2,5,2,5,18,2,3,3,4,4,2,3,3,2,4,26,26,-1.115739305,-0.211996709,,,,0,False,-0.278282362,-0.117259104,False,0.418155507,0.332065821,0.414072756,1.337942722
227,S2,40,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,1,qIAT,R_2OSYAcE2T1UnwMe,False,0.507719839,False,0.356902202,2,4,4,4,4,3,4,5,2,3,25,1,5,5,1,4,1,1,5,1,5,11,11,-0.324964534,-1.906514076,,honest,*,1,False,0.289417664,0.796275327,False,0.71012553,-0.073350161,0.48577665,0.315081302
228,S2,30,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,0,qIAT,R_2OYF9SmJjZyc2m4,False,0.535488421,False,0.4064551,4,2,1,3,2,4,4,4,3,4,35,4,2,1,3,2,4,4,2,4,3,39,39,0.804713711,1.256585009,,,,0,False,0.516616751,0.58891572,False,0.235337629,0.551123616,0.517205122,0.371165254
229,S2,64,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,1,IAT,R_2P6gCX4K0wREAba,False,1.380326167,False,0.778959174,4,2,2,4,2,4,5,2,3,2,40,5,1,2,5,2,5,5,2,5,1,47,47,1.369552833,2.160327604,,sociable,*,1,False,1.107828929,1.410793712,False,0.970456683,0.623122877,3.020356133,2.024731109
230,S2,42,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,1,IAT,R_2P6iaytlau23MPI,False,-0.258777251,False,0.023793955,2,4,2,4,4,5,2,4,2,4,27,1,5,5,1,5,1,1,5,1,5,10,10,-0.099028885,-2.019481901,,introverted,,0,False,-0.748457435,0.213065028,False,-0.209894275,0.369601633,0.306651525,0.774477274
231,S2,64,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,qIAT,R_2PA9OkmH30naj7f,False,0.306589996,False,-0.14009943,1,5,3,2,1,1,1,5,1,5,17,5,1,1,5,1,5,5,1,5,1,50,50,-1.228707129,2.499231078,,extrovert,,0,False,0.308660363,0.330311427,False,-0.218230964,-0.08893979,0.258137966,-0.247424967
232,S2,39,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,2,IAT,R_2pMHygvCrcBE2RK,False,-0.322962941,False,0.476724271,1,3,3,1,5,2,1,5,1,4,16,4,1,1,5,1,5,4,1,5,1,48,48,-1.341674954,2.273295429,,extroverted,,0,False,-0.401360664,-1.0595188,False,0.434562468,0.54383519,0.200385501,1.524350084
233,S2,62,Female,High school graduate,English,United Kingdom ,United Kingdom ,1,qIAT,R_2pMktxRtFEawREC,False,-1.479252643,False,-1.210006617,1,5,5,1,5,1,1,5,1,5,10,1,5,5,1,5,1,1,5,1,5,10,10,-2.019481901,-2.019481901,,Introverted,,0,False,-1.669841233,-1.27162132,False,-0.942126341,-1.502967864,-1.763078097,-1.45834554
234,S2,33,Male,Master's degree,English,United Kingdom ,United Kingdom ,0,IAT,R_2Pp5o2K1WIDdDOZ,False,-0.711238235,False,-0.7439304,1,4,4,5,4,2,2,5,1,5,19,2,4,4,1,4,2,2,5,2,5,17,17,-1.002771481,-1.228707129,,,,0,False,-0.927022149,-0.510933834,False,-0.963928425,-0.647588304,-0.442444257,-0.496569505
235,S2,50,Male,High school graduate,English,United Kingdom ,United Kingdom ,1,qIAT,R_2PsQROz3tFuJMTO,False,-0.581733335,False,0.233593704,1,5,5,1,5,1,1,1,1,5,14,1,1,1,1,5,1,1,5,1,5,18,18,-1.567610603,-1.115739305,,introverted,,0,False,-0.502623277,-0.649748536,False,0.107498132,0.497022808,-0.747266064,0.175520788
236,S2,46,Male,High school graduate,English,United Kingdom ,United Kingdom ,0,IAT,R_2QA7NjsyUTstucB,False,-1.573151572,False,-0.681641056,2,3,3,4,3,4,4,3,3,2,33,2,3,3,4,3,4,4,3,3,2,33,33,0.578778062,0.578778062,,,,0,False,-1.164570827,-1.309312685,False,-0.811541356,-0.491848798,-1.869430602,-0.393443077
237,S2,39,Male,Professional degree,English,United Kingdom ,United Kingdom ,0,IAT,R_2qgDI2eDpLzoD59,False,-1.415262864,False,-0.616767898,2,2,2,2,4,2,2,4,2,4,24,2,4,4,2,4,4,2,4,2,4,22,22,-0.437932358,-0.663868007,,,,0,False,-1.316705383,-1.476772442,False,-0.187195371,-0.975866634,-1.608029576,-0.28603888
238,S2,58,Female,High school graduate,English,United Kingdom ,United Kingdom ,2,IAT,R_2QGkyqFdfwBWvbj,False,-0.775418446,False,-0.989067063,1,3,2,4,4,4,2,5,2,4,25,5,1,1,5,1,5,5,1,5,1,50,50,-0.324964534,2.499231078,,extraverted,,0,False,-0.919245886,-0.620013879,False,-1.080433396,-0.879974069,-0.54870121,-0.90241851
239,S2,37,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,1,qIAT,R_2ql6FrzyTMU2O49,False,1.15565685,False,0.607412194,3,1,1,4,1,5,5,2,4,1,45,1,5,5,1,5,1,1,5,1,5,10,10,1.934391956,-2.019481901,,Introverted,,0,False,1.303835826,1.0384709,False,0.320626319,0.856952862,1.219111529,0.598608422
240,S2,32,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,IAT,R_2QLj7ZQ1NBqjnK7,False,-0.16982686,False,0.576995522,4,2,2,4,2,4,4,4,2,4,34,5,1,1,5,1,5,5,1,5,1,50,50,0.691745886,2.499231078,,extroverted,,0,False,-0.331932453,0.138662948,False,0.758230473,0.275513355,0.453918063,1.690359473
241,S2,36,Female,Some college (no degree),English,United Kingdom ,United Kingdom ,0,IAT,R_2qpByStLg7009U8,False,-0.097959893,False,0.044025782,1,5,5,1,5,1,1,5,1,5,10,1,1,5,1,5,1,1,5,1,5,14,14,-2.019481901,-1.567610603,,,,0,False,-0.08268121,-0.196105572,False,0.008517021,0.015900836,0.572901232,0.807973148
242,S2,41,Female,Some college (no degree),English,United Kingdom ,United Kingdom ,2,qIAT,R_2Qsa3eJBMeBI7dN,False,-0.494860225,False,0.208229205,2,4,4,2,4,3,1,5,2,5,18,5,1,1,5,1,5,5,1,5,1,50,50,-1.115739305,2.499231078,,extroverted,,0,False,-0.377047324,-0.730388081,False,0.229711241,0.182694988,-0.648943109,0.146813257
243,S2,35,Female,Doctorate degree,English,United Kingdom ,United Kingdom ,1,IAT,R_2Qsafn2RaqBv74M,False,-0.629322257,False,-0.5112399,2,4,4,2,4,2,1,4,2,5,18,1,5,5,1,5,1,1,5,1,5,10,10,-1.115739305,-2.019481901,,introverted,,0,False,-0.718746994,-0.51185407,False,-0.688019427,-0.292615085,-0.306823915,-0.111326406
244,S2,63,Male,Some college (no degree),English,Belgium ,United Kingdom ,2,qIAT,R_2QzzKENGWy8lDR4,False,1.260425602,False,0.251318069,2,1,1,5,1,5,5,1,4,1,46,5,1,1,5,1,5,5,1,5,1,50,50,2.04735978,2.499231078,,extrovert,,0,False,1.273145363,1.390514141,False,0.400218164,0.08858394,1.337688765,0.195581218
245,S2,53,Male,Associate's degree,English,United Kingdom ,United Kingdom ,1,IAT,R_2rGBGOVycYauftb,False,-0.61611186,False,-1.071919182,1,5,2,2,4,2,2,5,1,5,17,1,5,5,1,5,1,1,5,1,5,10,10,-1.228707129,-2.019481901,,introverted,,0,False,-0.517348444,-0.835528843,False,-0.812889745,-1.322937681,-0.284952741,-1.03958873
246,S2,35,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,qIAT,R_2RQhId5BANyF5ue,False,-1.181810982,False,-0.523055341,1,5,4,3,5,2,1,5,1,4,15,5,1,1,5,1,5,5,1,5,1,50,50,-1.454642778,2.499231078,,extroverted,,0,False,-1.180885277,-1.324335174,False,-0.669192013,-0.415667301,-1.426433731,-0.680854331
247,S2,26,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,0,qIAT,R_2rxuADtjN19o8im,False,0.713386424,False,0.156422822,2,4,3,3,5,2,3,5,1,5,19,1,4,3,2,4,2,1,5,1,4,17,17,-1.002771481,-1.228707129,,,,0,False,0.745040624,0.666152709,False,0.371585806,-0.053370864,0.718550018,0.088178811
248,S2,39,Female,High school graduate,English,United Kingdom ,United Kingdom ,0,qIAT,R_2rYDYbSn0g3jCMJ,False,0.607745877,False,-0.052225304,1,5,5,2,5,1,1,5,1,5,11,1,5,5,1,5,1,1,5,1,5,10,10,-1.906514076,-2.019481901,,,,0,False,0.59796602,0.617864498,False,0.258259943,-0.234593407,0.598986085,-0.147969063
249,S2,28,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,0,qIAT,R_2rYF7QBCDmsAdIP,False,-0.610954687,False,-1.54166057,1,3,3,2,4,2,1,4,2,4,20,1,3,3,2,4,3,1,4,2,4,21,21,-0.889803656,-0.776835832,,,,0,False,-1.102106251,-0.369725831,False,-1.443023842,-1.793660797,-0.78033878,-1.833711367
250,S2,59,Female,High school graduate,English,United Kingdom ,United Kingdom ,0,IAT,R_2s5A7EJ4TRsUQLQ,False,0.009652308,False,-0.033883944,4,1,1,5,2,5,5,3,4,2,44,4,1,1,4,2,4,4,3,3,2,40,40,1.821424131,1.369552833,,,,0,False,0.089641044,-0.012528295,False,0.08229767,-0.126824592,0.75106432,0.678985568
251,S2,34,Female,High school graduate,English,United Kingdom ,United Kingdom ,0,IAT,R_2S8pRi0eqcflH2u,False,-0.400624385,True,-0.117430456,1,2,2,2,4,2,2,4,3,4,24,2,3,2,2,3,2,2,4,2,4,24,24,-0.437932358,-0.437932358,,,,1,False,-0.301138562,-0.57700793,True,0.293032333,-0.362462103,0.071808978,0.540665709
252,S2,24,Female,Master's degree,English,United Kingdom ,United Kingdom ,1,qIAT,R_2sbZXoMmcfOFoMP,False,0.380944684,False,0.230621583,3,3,3,4,4,4,3,4,2,4,28,1,5,5,1,5,1,1,5,1,5,10,10,0.01393894,-2.019481901,,introverted,,0,False,0.295186411,0.446253593,False,0.389619777,0.042463448,0.342292576,0.172156943
253,S2,35,Female,Some college (no degree),English,United Kingdom ,United Kingdom ,2,qIAT,R_2SGFIJYecMT0RE5,False,0.784057347,False,1.315734835,5,1,1,4,2,5,4,1,5,2,46,5,1,1,5,1,5,5,1,5,1,50,50,2.04735978,2.499231078,,quickly,*,1,False,0.487779951,1.117917321,False,1.654013625,0.998529279,0.798535344,1.400287735
254,S2,66,Female,Some college (no degree),English,United Arab Emirates ,United Kingdom ,2,qIAT,R_2sQDuMO1aB1fEX7,False,0.524005078,False,-0.014532425,1,3,2,4,4,2,2,1,2,5,26,5,1,1,5,1,5,5,1,5,1,50,50,-0.211996709,2.499231078,,Extrovert,,0,False,0.698084196,0.286476021,False,0.308720687,-0.352295243,0.504208279,-0.105308276
255,S2,39,Female,Some college (no degree),English,United Kingdom ,United Kingdom ,0,IAT,R_2TBnGIfxm27ybOu,False,-1.573526159,False,-1.335653027,1,5,4,1,5,1,1,5,1,5,11,1,5,5,1,5,1,1,5,1,5,10,10,-1.906514076,-2.019481901,,,,0,False,-1.484459576,-1.539545081,False,-1.450855391,-1.153183684,-1.870050769,-1.476227288
256,S2,39,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,0,qIAT,R_2TH7sQQ9kXAy2TC,False,-0.444063797,False,0.618939149,2,3,3,5,3,5,5,1,2,1,38,1,2,3,5,3,5,5,4,2,1,35,35,1.143617184,0.804713711,,,,0,False,-0.141611592,-0.839590436,False,0.608489652,0.628961446,-0.59145173,0.611654626
257,S2,40,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,0,IAT,R_2TKO4idb92wvQBL,False,-0.493346232,False,-0.052650784,2,2,2,4,3,2,2,4,2,4,27,2,2,2,4,4,2,2,4,2,4,26,26,-0.099028885,-0.211996709,,,,0,False,-0.6310242,-0.311487294,False,-0.095180113,0.09170118,-0.081701594,0.647915132
258,S2,37,Male,High school graduate,English,United Kingdom ,United Kingdom ,2,qIAT,R_2TNrGcysb87FR0k,False,0.684262659,False,0.478521236,2,2,2,4,3,4,5,5,3,3,33,5,1,1,5,1,5,5,1,5,1,50,50,0.578778062,2.499231078,,extroverted ,,0,False,0.774062117,0.564034548,False,0.209386024,0.698941574,0.685587751,0.452729681
259,S2,50,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,1,qIAT,R_2U3jFQIc4V0YOC6,True,0.921445376,False,-0.643863883,4,2,2,4,2,4,4,2,4,2,40,2,5,5,1,4,1,1,5,1,5,12,12,1.369552833,-1.793546252,,INTROVERT,,1,True,0.875191097,0.945741689,False,-0.365488194,-0.903052876,0.954031065,-0.817585396
260,S2,30,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,2,qIAT,R_2U8T63vjwB7Dfi7,False,0.100081534,False,0.479272527,2,4,3,2,2,2,2,4,2,5,22,5,1,1,5,1,5,5,1,5,1,50,50,-0.663868007,2.499231078,,EXTRAVERT,,0,False,0.325052478,-0.076302394,False,0.173088956,0.709813308,0.024411762,0.453579992
261,S2,58,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,1,qIAT,R_2UbYyIKvujuqpRw,False,-1.498648813,True,-0.162661501,1,5,5,2,5,2,2,5,2,5,14,1,5,5,1,5,1,1,5,1,5,10,10,-1.567610603,-2.019481901,,introverted,,1,False,-1.543341278,-1.448439112,True,0.236029239,-0.87517522,-1.785030675,-0.272960712
262,S2,40,Female,Some college (no degree),English,United Kingdom ,United Kingdom ,1,IAT,R_2uEUTM6sln1K4td,True,0.194115081,True,-0.362427716,4,2,2,2,3,4,2,3,4,4,32,5,1,1,5,4,3,4,1,1,1,40,40,0.465810238,1.369552833,*,extrioverted,*,1,True,0.142101586,0.329628081,True,-0.348474637,-0.414063482,1.056461448,0.135047499
263,S2,41,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,1,IAT,R_2upU7FckNd5y1Bn,False,-0.911964,False,-0.416357487,4,3,2,5,2,4,4,2,5,3,40,1,5,5,1,5,1,1,5,1,5,10,10,1.369552833,-2.019481901,,introverted,,0,False,-0.834329811,-0.972005732,False,-0.092740744,-0.613962294,-0.774766445,0.045761207
264,S2,39,Female,High school graduate,English,United Kingdom ,United Kingdom ,0,qIAT,R_2us0kfkETcCQd7b,False,0.496180121,False,0.148909014,4,1,1,5,1,4,4,2,4,2,44,4,1,1,5,1,4,4,1,4,2,45,45,1.821424131,1.934391956,,,,0,False,0.659373859,0.271759887,False,0.078917566,0.23625305,0.472716001,0.079674687
265,S2,46,Male,Some college (no degree),English,United Kingdom ,United Kingdom ,2,IAT,R_2usaJO1KPFe7J65,False,-0.545061087,False,0.567870179,3,2,2,4,2,4,3,4,4,2,36,5,1,1,5,1,5,5,1,5,1,50,50,0.917681535,2.499231078,,extroverted,,0,False,-0.472588423,-0.619302319,False,0.486060107,0.551900171,-0.167320865,1.675251527
266,S2,31,Female,Some college (no degree),English,United Kingdom ,United Kingdom ,2,IAT,R_2usrJFwO7njuk7O,False,-0.419315848,False,-0.039586457,1,4,2,3,4,2,1,4,3,4,22,5,1,1,5,1,5,5,1,5,1,50,50,-0.663868007,2.499231078,,extraverted,,0,False,-0.408848972,-0.425963263,False,-0.168926926,-0.043107597,0.040863335,0.669544471
267,S2,24,Female,Some college (no degree),English,United Kingdom ,United Kingdom ,0,qIAT,R_2uV8EuISSxR3ssO,False,-0.238870452,False,-0.342181198,2,4,4,4,5,2,1,5,2,4,19,2,4,4,4,4,2,1,5,2,4,20,20,-1.002771481,-0.889803656,,,,0,False,-0.227011881,-0.248972694,False,-0.281864143,-0.388312129,-0.359213975,-0.47614104
268,S2,30,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,1,IAT,R_2ux560AvA32WPzq,False,-0.600079802,False,-0.558710349,2,2,2,4,2,4,2,4,2,2,32,1,5,5,1,5,1,1,5,1,5,10,10,0.465810238,-2.019481901,,Introverted,,0,False,-0.174751939,-0.664365147,False,-0.419116703,-0.691884874,-0.258410017,-0.189918626
269,S2,60,Male,Master's degree,English,United Kingdom ,United Kingdom ,1,qIAT,R_2uZFmZg7KgMYMCU,False,1.91928858,False,-1.002878308,3,3,2,2,3,3,2,3,2,3,28,1,5,5,1,5,1,1,5,1,5,10,10,0.01393894,-2.019481901,,introverted,,0,False,1.951117192,1.848099366,False,-1.186935436,-0.801206072,2.083389649,-1.223917794
270,S2,52,Female,Some college (no degree),English,United Kingdom ,United Kingdom ,0,qIAT,R_2V3bZ38jruuceZB,False,1.205855213,False,1.636954069,4,2,2,5,2,5,5,3,2,2,40,4,2,2,5,1,5,4,2,3,1,43,43,1.369552833,1.708456307,,,,0,False,1.13840985,1.293619446,False,1.852566215,1.697284825,1.275926018,1.76384355
271,S2,51,Female,Some college (no degree),English,United Kingdom ,United Kingdom ,1,qIAT,R_2V4lmZLnYdaqkRI,False,1.100098576,False,-0.442652463,2,1,2,3,3,4,3,4,3,3,32,1,4,4,1,5,1,1,5,1,5,12,12,0.465810238,-1.793546252,,introvert,,0,False,1.201236358,1.037404563,False,-0.415806226,-0.503855801,1.156230694,-0.589854382
272,S2,34,Female,Master's degree,English,United Kingdom ,United Kingdom ,1,IAT,R_2v7I4gooTU1Km9b,False,0.979765885,False,0.754597466,4,1,1,4,2,5,4,2,4,2,43,1,5,5,1,5,1,1,5,1,5,10,10,1.708456307,-2.019481901,,Introverted ,,0,False,0.644405729,1.054543738,False,0.731595067,0.867747424,2.357187311,1.984397791
273,S2,36,Female,Doctorate degree,English,United Kingdom ,United Kingdom ,2,qIAT,R_2V7u2LhoOPmgTcB,False,-0.119446825,False,-0.51206831,2,4,4,1,5,2,1,5,1,5,14,5,1,1,5,1,5,5,1,5,1,50,50,-1.567610603,2.499231078,,extroverted,,0,False,-0.331493635,-0.020681834,False,-0.521903087,-0.491779377,-0.224050356,-0.668419214
274,S2,32,Female,Professional degree,English,United Kingdom ,United Kingdom ,2,IAT,R_2VD4WuYCfVgvALK,False,0.299915467,False,0.234141441,4,1,1,4,1,5,5,1,5,1,48,5,1,1,5,1,5,5,1,5,1,50,50,2.273295429,2.499231078,,extraverted,,0,False,0.384244857,0.252310286,False,-0.301928433,0.61840111,1.231624889,1.122729211
275,S2,31,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,1,qIAT,R_2vYSy3cchDb3fvH,False,-0.876951164,False,-0.62210606,1,4,4,2,4,4,3,4,3,5,22,4,2,2,4,1,3,5,2,4,2,41,41,-0.663868007,1.482520658,,outgoing / extrovert,*,1,False,-0.532898986,-1.377462268,False,-0.229130971,-0.960966975,-1.081393498,-0.792959899
276,S2,58,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,0,IAT,R_2Vyz68Bh9QxPLr4,False,0.708215282,False,0.656723241,4,2,2,4,2,4,4,2,2,2,38,4,2,2,4,2,4,4,2,2,2,38,38,1.143617184,1.143617184,,,,0,False,0.551916608,0.581024569,False,0.750388754,0.5374146,1.907607306,1.822356926
277,S2,39,Male,Bachelor's degree,English,United Kingdom ,United Kingdom ,1,IAT,R_2wb1rm6ukC1cKxX,False,0.46111227,False,0.32883412,2,4,4,3,4,3,2,4,2,4,22,1,5,5,1,5,1,1,5,1,5,10,10,-0.663868007,-2.019481901,,Introverted,,0,False,0.552523559,0.33277116,False,0.557134481,0.153319444,1.498502807,1.279502699
278,S2,59,Female,High school graduate,English,United Kingdom ,United Kingdom ,2,qIAT,R_2wBjjcz6IA4dzqI,False,-0.286647141,False,0.403890764,1,1,1,4,2,4,4,3,3,2,37,5,1,1,5,1,5,5,1,5,1,50,50,1.03064936,2.499231078,,extrovert,,0,False,-0.302913943,-0.268246286,False,0.453509223,0.369382112,-0.413287614,0.36826294
279,S2,64,Female,Bachelor's degree,English,United Kingdom ,United Kingdom ,0,IAT,R_2wBsKfP57Xs1bVB,False,-1.525238191,False,-0.931132276,4,2,2,4,2,4,4,3,4,3,38,4,3,4,4,2,4,4,2,4,3,36,36,1.143617184,0.917681535,,,,0,False,-1.258967404,-1.49960115,False,-0.947333392,-0.947639441,-1.790105062,-0.8065015
280,S2,33,Male,Master's degree,English,United Kingdom ,United Kingdom ,0,qIAT,R_2WGReCEvfRWtU7o,False,0.05285,False,0.463922677,4,2,2,3,2,4,3,2,4,2,38,4,2,2,4,1,4,4,2,2,2,39,39,1.143617184,1.256585009,,,,0,False,0.008299996,0.105504398,False,-0.027378495,1.095610541,-0.029044872,0.436207038
